"","Year","Sender","Receiver","Weight"
"729",2017,"AUS","GIN",12138.8612154188
"730",2018,"AUS","GIN",65929.5585269291
"731",2019,"AUS","GIN",53295.4006533676
"732",2010,"AUS","GNB",160000
"733",2011,"AUS","GNB",380000
"734",2013,"AUS","GNB",550000
"735",2015,"AUS","GNB",5853.18205725449
"736",2016,"AUS","GNB",3434.17825020442
"737",2017,"AUS","GNB",6460.26515441796
"738",2018,"AUS","GNB",38634.0106073056
"739",2019,"AUS","GNB",42731.8992493223
"740",1965,"AUS","KEN",80000
"741",1966,"AUS","KEN",90000
"742",1967,"AUS","KEN",180000
"743",1968,"AUS","KEN",140000
"744",1969,"AUS","KEN",1e+05
"745",1970,"AUS","KEN",110000
"746",1971,"AUS","KEN",180000
"747",1972,"AUS","KEN",1800000
"748",1973,"AUS","KEN",180000
"749",1974,"AUS","KEN",130000
"750",1975,"AUS","KEN",8e+05
"751",1976,"AUS","KEN",320000
"752",1977,"AUS","KEN",3030000
"753",1978,"AUS","KEN",2160000
"754",1979,"AUS","KEN",8230000
"755",1980,"AUS","KEN",2030000
"756",1981,"AUS","KEN",6390000
"757",1982,"AUS","KEN",5360000
"758",1983,"AUS","KEN",6200000
"759",1984,"AUS","KEN",2600000
"760",1985,"AUS","KEN",4760000
"761",1986,"AUS","KEN",2890000
"762",1987,"AUS","KEN",1040000
"763",1988,"AUS","KEN",1130000
"764",1989,"AUS","KEN",2020000
"765",1990,"AUS","KEN",2660000
"766",1991,"AUS","KEN",1960000
"767",1992,"AUS","KEN",1700000
"768",1993,"AUS","KEN",2030000
"769",1994,"AUS","KEN",3600000
"770",1995,"AUS","KEN",1860000
"771",1996,"AUS","KEN",1590000
"772",1997,"AUS","KEN",1770000
"773",1998,"AUS","KEN",1110000
"774",1999,"AUS","KEN",450000
"775",2000,"AUS","KEN",1510000
"776",2001,"AUS","KEN",2040000
"777",2002,"AUS","KEN",2690000
"778",2003,"AUS","KEN",890000
"779",2004,"AUS","KEN",2760000
"780",2005,"AUS","KEN",1720000
"781",2006,"AUS","KEN",3360000
"782",2007,"AUS","KEN",3690000
"783",2008,"AUS","KEN",5920000
"784",2009,"AUS","KEN",12270000
"785",2010,"AUS","KEN",10760000
"786",2011,"AUS","KEN",17650000
"787",2012,"AUS","KEN",25580000
"788",2013,"AUS","KEN",43270000
"789",2014,"AUS","KEN",10400000
"790",2015,"AUS","KEN",7713477.97204899
"791",2016,"AUS","KEN",2598734.99665502
"792",2017,"AUS","KEN",7659222.92896008
"793",2018,"AUS","KEN",2680514.23209083
"794",2019,"AUS","KEN",2013562.58000278
"795",1965,"AUS","LSO",10000
"796",1966,"AUS","LSO",10000
"797",1967,"AUS","LSO",10000
"798",1968,"AUS","LSO",10000
"799",1969,"AUS","LSO",10000
"800",1970,"AUS","LSO",20000
"801",1971,"AUS","LSO",30000
"802",1972,"AUS","LSO",40000
"803",1973,"AUS","LSO",70000
"804",1974,"AUS","LSO",70000
"805",1975,"AUS","LSO",90000
"806",1976,"AUS","LSO",130000
"807",1977,"AUS","LSO",170000
"808",1978,"AUS","LSO",90000
"809",1979,"AUS","LSO",110000
"810",1980,"AUS","LSO",110000
"811",1981,"AUS","LSO",190000
"812",1982,"AUS","LSO",380000
"813",1983,"AUS","LSO",350000
"814",1984,"AUS","LSO",260000
"815",1985,"AUS","LSO",270000
"816",1986,"AUS","LSO",230000
"817",1987,"AUS","LSO",40000
"818",1988,"AUS","LSO",2e+05
"819",1989,"AUS","LSO",2430000
"820",1990,"AUS","LSO",970000
"821",1991,"AUS","LSO",830000
"822",1992,"AUS","LSO",670000
"823",1993,"AUS","LSO",8e+05
"824",1994,"AUS","LSO",730000
"825",1995,"AUS","LSO",570000
"826",1996,"AUS","LSO",390000
"827",1997,"AUS","LSO",250000
"828",1998,"AUS","LSO",60000
"829",1999,"AUS","LSO",70000
"830",2000,"AUS","LSO",1e+05
"831",2001,"AUS","LSO",90000
"832",2002,"AUS","LSO",90000
"833",2003,"AUS","LSO",510000
"834",2004,"AUS","LSO",2e+05
"835",2005,"AUS","LSO",40000
"836",2006,"AUS","LSO",260000
"837",2007,"AUS","LSO",320000
"838",2008,"AUS","LSO",590000
"839",2009,"AUS","LSO",680000
"840",2010,"AUS","LSO",630000
"841",2011,"AUS","LSO",1340000
"842",2012,"AUS","LSO",1140000
"843",2013,"AUS","LSO",1270000
"844",2014,"AUS","LSO",1150000
"845",2015,"AUS","LSO",1039416.93590803
"846",2016,"AUS","LSO",736497.435516242
"847",2017,"AUS","LSO",1392236.95302322
"848",2018,"AUS","LSO",435362.067677598
"849",2019,"AUS","LSO",444229.520037534
"850",1971,"AUS","LBR",130000
"851",1975,"AUS","LBR",20000
"852",1977,"AUS","LBR",10000
"853",1985,"AUS","LBR",20000
"854",2001,"AUS","LBR",130000
"855",2009,"AUS","LBR",10000
"856",2010,"AUS","LBR",260000
"857",2011,"AUS","LBR",3030000
"858",2012,"AUS","LBR",1590000
"859",2013,"AUS","LBR",7240000
"860",2014,"AUS","LBR",1990000
"861",2015,"AUS","LBR",1562731.98587422
"862",2016,"AUS","LBR",1513528.58098565
"863",2017,"AUS","LBR",1143896.08399111
"864",2018,"AUS","LBR",630280.712258161
"865",2019,"AUS","LBR",337497.072419545
"866",1976,"AUS","MDG",10000
"867",1982,"AUS","MDG",20000
"868",1983,"AUS","MDG",1060000
"869",1984,"AUS","MDG",560000
"870",1985,"AUS","MDG",490000
"871",1991,"AUS","MDG",10000
"872",1992,"AUS","MDG",10000
"873",1993,"AUS","MDG",10000
"874",1994,"AUS","MDG",40000
"875",2000,"AUS","MDG",10000
"876",2007,"AUS","MDG",10000
"877",2009,"AUS","MDG",90000
"878",2010,"AUS","MDG",70000
"879",2011,"AUS","MDG",780000
"880",2012,"AUS","MDG",530000
"881",2013,"AUS","MDG",1180000
"882",2014,"AUS","MDG",2e+05
"883",2015,"AUS","MDG",454744.909459764
"884",2016,"AUS","MDG",182427.711291162
"885",2017,"AUS","MDG",675883.209441337
"886",2018,"AUS","MDG",361744.154777022
"887",2019,"AUS","MDG",367799.732223535
"888",1965,"AUS","MWI",40000
"889",1966,"AUS","MWI",60000
"890",1967,"AUS","MWI",50000
"891",1968,"AUS","MWI",60000
"892",1969,"AUS","MWI",60000
"893",1970,"AUS","MWI",110000
"894",1971,"AUS","MWI",130000
"895",1972,"AUS","MWI",110000
"896",1973,"AUS","MWI",1e+05
"897",1974,"AUS","MWI",90000
"898",1975,"AUS","MWI",90000
"899",1976,"AUS","MWI",50000
"900",1977,"AUS","MWI",110000
"901",1978,"AUS","MWI",80000
"902",1979,"AUS","MWI",1e+05
"903",1980,"AUS","MWI",70000
"904",1981,"AUS","MWI",30000
"905",1982,"AUS","MWI",150000
"906",1983,"AUS","MWI",240000
"907",1984,"AUS","MWI",270000
"908",1985,"AUS","MWI",450000
"909",1986,"AUS","MWI",380000
"910",1987,"AUS","MWI",130000
"911",1988,"AUS","MWI",420000
"912",1989,"AUS","MWI",6620000
"913",1990,"AUS","MWI",5150000
"914",1991,"AUS","MWI",3310000
"915",1992,"AUS","MWI",3180000
"916",1993,"AUS","MWI",1690000
"917",1994,"AUS","MWI",1430000
"918",1995,"AUS","MWI",790000
"919",1996,"AUS","MWI",610000
"920",1997,"AUS","MWI",7e+05
"921",1998,"AUS","MWI",7e+05
"922",1999,"AUS","MWI",120000
"923",2000,"AUS","MWI",7e+05
"924",2001,"AUS","MWI",560000
"925",2002,"AUS","MWI",1260000
"926",2003,"AUS","MWI",1100000
"927",2004,"AUS","MWI",960000
"928",2005,"AUS","MWI",290000
"929",2006,"AUS","MWI",2860000
"930",2007,"AUS","MWI",2240000
"931",2008,"AUS","MWI",1840000
"932",2009,"AUS","MWI",4390000
"933",2010,"AUS","MWI",3940000
"934",2011,"AUS","MWI",6810000
"935",2012,"AUS","MWI",7190000
"936",2013,"AUS","MWI",22510000
"937",2014,"AUS","MWI",5620000
"938",2015,"AUS","MWI",5454480.57479901
"939",2016,"AUS","MWI",3023080.35382443
"940",2017,"AUS","MWI",4073959.69039773
"941",2018,"AUS","MWI",1904039.10622246
"942",2019,"AUS","MWI",1407814.41732397
"943",1984,"AUS","MLI",290000
"944",1986,"AUS","MLI",20000
"945",1989,"AUS","MLI",20000
"946",1990,"AUS","MLI",40000
"947",2000,"AUS","MLI",40000
"948",2010,"AUS","MLI",10000
"949",2011,"AUS","MLI",9e+05
"950",2012,"AUS","MLI",9920000
"951",2013,"AUS","MLI",6020000
"952",2014,"AUS","MLI",3e+05
"953",2015,"AUS","MLI",221451.649259899
"954",2016,"AUS","MLI",3357147.104735
"955",2017,"AUS","MLI",54678.519426776
"956",2018,"AUS","MLI",3560781.75020542
"957",2019,"AUS","MLI",3622103.92017794
"958",1977,"AUS","MRT",20000
"959",1985,"AUS","MRT",40000
"960",1993,"AUS","MRT",30000
"961",1994,"AUS","MRT",120000
"962",1995,"AUS","MRT",80000
"963",2000,"AUS","MRT",230000
"964",2011,"AUS","MRT",80000
"965",2012,"AUS","MRT",580000
"966",2013,"AUS","MRT",70000
"967",2014,"AUS","MRT",30000
"968",2015,"AUS","MRT",54173.8673078368
"969",2016,"AUS","MRT",7098.7883743403
"970",2017,"AUS","MRT",105755.230285846
"971",2018,"AUS","MRT",0.77687308582
"972",1965,"AUS","MUS",10000
"973",1966,"AUS","MUS",30000
"974",1967,"AUS","MUS",20000
"975",1968,"AUS","MUS",10000
"976",1969,"AUS","MUS",20000
"977",1970,"AUS","MUS",40000
"978",1971,"AUS","MUS",210000
"979",1972,"AUS","MUS",3e+05
"980",1973,"AUS","MUS",490000
"981",1974,"AUS","MUS",980000
"982",1975,"AUS","MUS",1940000
"983",1976,"AUS","MUS",60000
"984",1977,"AUS","MUS",710000
"985",1978,"AUS","MUS",1040000
"986",1979,"AUS","MUS",1160000
"987",1980,"AUS","MUS",3940000
"988",1981,"AUS","MUS",1180000
"989",1982,"AUS","MUS",2100000
"990",1983,"AUS","MUS",3290000
"991",1984,"AUS","MUS",1750000
"992",1985,"AUS","MUS",1820000
"993",1986,"AUS","MUS",1990000
"994",1987,"AUS","MUS",1610000
"995",1988,"AUS","MUS",3120000
"996",1989,"AUS","MUS",3510000
"997",1990,"AUS","MUS",4150000
"998",1991,"AUS","MUS",2730000
"999",1992,"AUS","MUS",3970000
"1000",1993,"AUS","MUS",2530000
"1001",1994,"AUS","MUS",2140000
"1002",1995,"AUS","MUS",2100000
"1003",1996,"AUS","MUS",2050000
"1004",1997,"AUS","MUS",1670000
"1005",1998,"AUS","MUS",880000
"1006",1999,"AUS","MUS",720000
"1007",2000,"AUS","MUS",350000
"1008",2001,"AUS","MUS",290000
"1009",2002,"AUS","MUS",380000
"1010",2004,"AUS","MUS",540000
"1011",2005,"AUS","MUS",610000
"1012",2006,"AUS","MUS",770000
"1013",2007,"AUS","MUS",520000
"1014",2008,"AUS","MUS",540000
"1015",2009,"AUS","MUS",840000
"1016",2010,"AUS","MUS",960000
"1017",2011,"AUS","MUS",1710000
"1018",2012,"AUS","MUS",1450000
"1019",2013,"AUS","MUS",2040000
"1020",2014,"AUS","MUS",580000
"1021",2015,"AUS","MUS",621621.387782703
"1022",2016,"AUS","MUS",667499.323570951
"1023",2017,"AUS","MUS",2941006.97371446
"1024",2018,"AUS","MUS",583537.01352058
"1025",2019,"AUS","MUS",496927.022698269
"1026",1973,"AUS","MOZ",220000
"1027",1975,"AUS","MOZ",310000
"1028",1976,"AUS","MOZ",1e+05
"1029",1977,"AUS","MOZ",1100000
"1030",1979,"AUS","MOZ",370000
"1031",1981,"AUS","MOZ",590000
"1032",1982,"AUS","MOZ",750000
"1033",1983,"AUS","MOZ",3720000
"1034",1984,"AUS","MOZ",2150000
"1035",1985,"AUS","MOZ",1390000
"1036",1986,"AUS","MOZ",3270000
"1037",1987,"AUS","MOZ",4740000
"1038",1988,"AUS","MOZ",10960000
"1039",1989,"AUS","MOZ",12040000
"1040",1990,"AUS","MOZ",8150000
"1041",1991,"AUS","MOZ",7550000
"1042",1992,"AUS","MOZ",12720000
"1043",1993,"AUS","MOZ",8930000
"1044",1994,"AUS","MOZ",12630000
"1045",1995,"AUS","MOZ",11640000
"1046",1996,"AUS","MOZ",6620000
"1047",1997,"AUS","MOZ",6990000
"1048",1998,"AUS","MOZ",5770000
"1049",1999,"AUS","MOZ",9810000
"1050",2000,"AUS","MOZ",9480000
"1051",2001,"AUS","MOZ",5800000
"1052",2002,"AUS","MOZ",6830000
"1053",2003,"AUS","MOZ",4590000
"1054",2004,"AUS","MOZ",2020000
"1055",2005,"AUS","MOZ",7e+05
"1056",2006,"AUS","MOZ",1710000
"1057",2007,"AUS","MOZ",2830000
"1058",2008,"AUS","MOZ",2920000
"1059",2009,"AUS","MOZ",4560000
"1060",2010,"AUS","MOZ",20890000
"1061",2011,"AUS","MOZ",6740000
"1062",2012,"AUS","MOZ",16100000
"1063",2013,"AUS","MOZ",11090000
"1064",2014,"AUS","MOZ",4440000
"1065",2015,"AUS","MOZ",3381140.58156135
"1066",2016,"AUS","MOZ",2173559.80078793
"1067",2017,"AUS","MOZ",9840708.10023757
"1068",2018,"AUS","MOZ",1577528.13662508
"1069",2019,"AUS","MOZ",1658850.02201223
"1070",1985,"AUS","NAM",30000
"1071",1986,"AUS","NAM",50000
"1072",1987,"AUS","NAM",10000
"1073",1988,"AUS","NAM",130000
"1074",1989,"AUS","NAM",370000
"1075",1990,"AUS","NAM",980000
"1076",1991,"AUS","NAM",310000
"1077",1992,"AUS","NAM",1180000
"1078",1993,"AUS","NAM",1120000
"1079",1994,"AUS","NAM",1140000
"1080",1995,"AUS","NAM",1500000
"1081",1996,"AUS","NAM",1150000
"1082",1997,"AUS","NAM",720000
"1083",1998,"AUS","NAM",390000
"1084",1999,"AUS","NAM",170000
"1085",2000,"AUS","NAM",1e+05
"1086",2001,"AUS","NAM",1e+05
"1087",2002,"AUS","NAM",140000
"1088",2003,"AUS","NAM",150000
"1089",2004,"AUS","NAM",1e+05
"1090",2005,"AUS","NAM",10000
"1091",2006,"AUS","NAM",1e+05
"1092",2007,"AUS","NAM",60000
"1093",2008,"AUS","NAM",150000
"1094",2009,"AUS","NAM",250000
"1095",2010,"AUS","NAM",90000
"1096",2011,"AUS","NAM",1200000
"1097",2012,"AUS","NAM",890000
"1098",2013,"AUS","NAM",1350000
"1099",2014,"AUS","NAM",890000
"1100",2015,"AUS","NAM",406048.538582914
"1101",2016,"AUS","NAM",257102.505017468
"1102",2017,"AUS","NAM",523871.56103916
"1103",2018,"AUS","NAM",300070.023156794
"1104",2019,"AUS","NAM",332543.336991729
"1105",1989,"AUS","NER",40000
"1106",1995,"AUS","NER",40000
"1107",1999,"AUS","NER",70000
"1108",2000,"AUS","NER",90000
"1109",2006,"AUS","NER",80000
"1110",2007,"AUS","NER",1e+05
"1111",2009,"AUS","NER",160000
"1112",2010,"AUS","NER",380000
"1113",2011,"AUS","NER",3750000
"1114",2012,"AUS","NER",16170000
"1115",2013,"AUS","NER",4470000
"1116",2014,"AUS","NER",330000
"1117",2015,"AUS","NER",272732.737245473
"1118",2016,"AUS","NER",258455.363116034
"1119",2017,"AUS","NER",44283.3994942141
"1120",2018,"AUS","NER",23609.8154926421
"1121",2019,"AUS","NER",46216.859671231
"1122",1965,"AUS","NGA",180000
"1123",1966,"AUS","NGA",2e+05
"1124",1967,"AUS","NGA",170000
"1125",1968,"AUS","NGA",340000
"1126",1969,"AUS","NGA",90000
"1127",1970,"AUS","NGA",440000
"1128",1971,"AUS","NGA",130000
"1129",1972,"AUS","NGA",160000
"1130",1973,"AUS","NGA",260000
"1131",1974,"AUS","NGA",210000
"1132",1975,"AUS","NGA",210000
"1133",1976,"AUS","NGA",170000
"1134",1977,"AUS","NGA",2960000
"1135",1978,"AUS","NGA",580000
"1136",1979,"AUS","NGA",260000
"1137",1980,"AUS","NGA",340000
"1138",1981,"AUS","NGA",180000
"1139",1982,"AUS","NGA",220000
"1140",1983,"AUS","NGA",520000
"1141",1984,"AUS","NGA",470000
"1142",1985,"AUS","NGA",430000
"1143",1986,"AUS","NGA",330000
"1144",1987,"AUS","NGA",250000
"1145",1988,"AUS","NGA",670000
"1146",1989,"AUS","NGA",490000
"1147",1990,"AUS","NGA",1310000
"1148",1991,"AUS","NGA",2520000
"1149",1992,"AUS","NGA",1580000
"1150",1993,"AUS","NGA",960000
"1151",1994,"AUS","NGA",1040000
"1152",1995,"AUS","NGA",620000
"1153",1996,"AUS","NGA",5e+05
"1154",1997,"AUS","NGA",250000
"1155",1998,"AUS","NGA",120000
"1156",1999,"AUS","NGA",120000
"1157",2000,"AUS","NGA",310000
"1158",2001,"AUS","NGA",190000
"1159",2002,"AUS","NGA",980000
"1160",2004,"AUS","NGA",8e+05
"1161",2005,"AUS","NGA",930000
"1162",2006,"AUS","NGA",1120000
"1163",2007,"AUS","NGA",1690000
"1164",2008,"AUS","NGA",6e+05
"1165",2009,"AUS","NGA",1600000
"1166",2010,"AUS","NGA",2130000
"1167",2011,"AUS","NGA",4250000
"1168",2012,"AUS","NGA",6890000
"1169",2013,"AUS","NGA",4740000
"1170",2014,"AUS","NGA",2380000
"1171",2015,"AUS","NGA",2093219.35832895
"1172",2016,"AUS","NGA",1711665.94514235
"1173",2017,"AUS","NGA",8780933.40485861
"1174",2018,"AUS","NGA",1460953.6625084
"1175",2019,"AUS","NGA",1396128.06557726
"1176",1983,"AUS","RWA",40000
"1177",1994,"AUS","RWA",7670000
"1178",1995,"AUS","RWA",480000
"1179",1996,"AUS","RWA",5440000
"1180",1997,"AUS","RWA",3180000
"1181",1998,"AUS","RWA",2550000
"1182",1999,"AUS","RWA",20000
"1183",2000,"AUS","RWA",20000
"1184",2006,"AUS","RWA",2070000
"1185",2007,"AUS","RWA",2970000
"1186",2008,"AUS","RWA",2270000
"1187",2009,"AUS","RWA",290000
"1188",2010,"AUS","RWA",460000
"1189",2011,"AUS","RWA",2080000
"1190",2012,"AUS","RWA",1720000
"1191",2013,"AUS","RWA",4420000
"1192",2014,"AUS","RWA",1400000
"1193",2015,"AUS","RWA",1545766.02299196
"1194",2016,"AUS","RWA",660938.080725489
"1195",2017,"AUS","RWA",9444057.01586328
"1196",2018,"AUS","RWA",1801483.73907522
"1197",2019,"AUS","RWA",656126.038145548
"1198",2006,"AUS","SHN",10000
"1199",2011,"AUS","STP",130000
"1200",2012,"AUS","STP",120000
"1201",2013,"AUS","STP",320000
"1202",2014,"AUS","STP",60000
"1203",2015,"AUS","STP",36186.0395221279
"1204",2016,"AUS","STP",11833.7917193191
"1205",2017,"AUS","STP",1831.5579737911
"1206",2018,"AUS","STP",29975.4537984612
"1207",2019,"AUS","STP",13651.7931952457
"1208",1977,"AUS","SEN",20000
"1209",1978,"AUS","SEN",10000
"1210",1982,"AUS","SEN",20000
"1211",1983,"AUS","SEN",30000
"1212",1992,"AUS","SEN",30000
"1213",2000,"AUS","SEN",60000
"1214",2007,"AUS","SEN",60000
"1215",2009,"AUS","SEN",160000
"1216",2010,"AUS","SEN",430000
"1217",2011,"AUS","SEN",1050000
"1218",2012,"AUS","SEN",2270000
"1219",2013,"AUS","SEN",1770000
"1220",2014,"AUS","SEN",50000
"1221",2015,"AUS","SEN",201254.789991735
"1222",2016,"AUS","SEN",131943.285512525
"1223",2017,"AUS","SEN",89754.0041382481
"1224",2018,"AUS","SEN",88806.5137820273
"1225",2019,"AUS","SEN",3057.99549523876
"1226",1975,"AUS","SYC",10000
"1227",1977,"AUS","SYC",390000
"1228",1978,"AUS","SYC",460000
"1229",1979,"AUS","SYC",690000
"1230",1980,"AUS","SYC",430000
"1231",1981,"AUS","SYC",750000
"1232",1982,"AUS","SYC",9e+05
"1233",1983,"AUS","SYC",130000
"1234",1984,"AUS","SYC",660000
"1235",1985,"AUS","SYC",510000
"1236",1986,"AUS","SYC",7e+05
"1237",1987,"AUS","SYC",980000
"1238",1988,"AUS","SYC",1480000
"1239",1989,"AUS","SYC",2010000
"1240",1990,"AUS","SYC",1050000
"1241",1991,"AUS","SYC",1100000
"1242",1992,"AUS","SYC",860000
"1243",1993,"AUS","SYC",620000
"1244",1994,"AUS","SYC",450000
"1245",1995,"AUS","SYC",410000
"1246",1996,"AUS","SYC",720000
"1247",1997,"AUS","SYC",760000
"1248",1998,"AUS","SYC",430000
"1249",1999,"AUS","SYC",250000
"1250",2000,"AUS","SYC",1e+05
"1251",2001,"AUS","SYC",20000
"1252",2002,"AUS","SYC",10000
"1253",2005,"AUS","SYC",10000
"1254",2006,"AUS","SYC",50000
"1255",2011,"AUS","SYC",880000
"1256",2012,"AUS","SYC",510000
"1257",2013,"AUS","SYC",1820000
"1258",2014,"AUS","SYC",740000
"1259",2015,"AUS","SYC",738763.242918326
"1260",2016,"AUS","SYC",270370.920984167
"1261",2017,"AUS","SYC",1277446.54762817
"1262",1965,"AUS","SLE",50000
"1263",1966,"AUS","SLE",50000
"1264",1967,"AUS","SLE",50000
"1265",1968,"AUS","SLE",60000
"1266",1969,"AUS","SLE",30000
"1267",1970,"AUS","SLE",50000
"1268",1971,"AUS","SLE",40000
"1269",1972,"AUS","SLE",20000
"1270",1973,"AUS","SLE",60000
"1271",1974,"AUS","SLE",60000
"1272",1975,"AUS","SLE",50000
"1273",1976,"AUS","SLE",50000
"1274",1977,"AUS","SLE",70000
"1275",1978,"AUS","SLE",30000
"1276",1979,"AUS","SLE",20000
"1277",1980,"AUS","SLE",30000
"1278",1981,"AUS","SLE",10000
"1279",1982,"AUS","SLE",670000
"1280",1983,"AUS","SLE",50000
"1281",1984,"AUS","SLE",50000
"1282",1985,"AUS","SLE",40000
"1283",1986,"AUS","SLE",4070000
"1284",1987,"AUS","SLE",5800000
"1285",1988,"AUS","SLE",90000
"1286",1989,"AUS","SLE",90000
"1287",1990,"AUS","SLE",1e+05
"1288",1991,"AUS","SLE",90000
"1289",1992,"AUS","SLE",90000
"1290",1993,"AUS","SLE",150000
"1291",1994,"AUS","SLE",160000
"1292",1995,"AUS","SLE",70000
"1293",1996,"AUS","SLE",50000
"1294",1999,"AUS","SLE",210000
"1295",2000,"AUS","SLE",450000
"1296",2001,"AUS","SLE",30000
"1297",2002,"AUS","SLE",210000
"1298",2003,"AUS","SLE",120000
"1299",2005,"AUS","SLE",10000
"1300",2006,"AUS","SLE",310000
"1301",2007,"AUS","SLE",170000
"1302",2009,"AUS","SLE",160000
"1303",2010,"AUS","SLE",320000
"1304",2011,"AUS","SLE",1440000
"1305",2012,"AUS","SLE",1390000
"1306",2013,"AUS","SLE",3670000
"1307",2014,"AUS","SLE",1610000
"1308",2015,"AUS","SLE",10818160.6431738
"1309",2016,"AUS","SLE",187477.859213558
"1310",2017,"AUS","SLE",1978412.13886122
"1311",2018,"AUS","SLE",588228.66960484
"1312",2019,"AUS","SLE",102157.620998123
"1313",1972,"AUS","SOM",10000
"1314",1975,"AUS","SOM",680000
"1315",1976,"AUS","SOM",80000
"1316",1979,"AUS","SOM",280000
"1317",1980,"AUS","SOM",110000
"1318",1981,"AUS","SOM",2e+06
"1319",1982,"AUS","SOM",5550000
"1320",1983,"AUS","SOM",2e+06
"1321",1984,"AUS","SOM",750000
"1322",1985,"AUS","SOM",830000
"1323",1986,"AUS","SOM",350000
"1324",1987,"AUS","SOM",7e+05
"1325",1988,"AUS","SOM",170000
"1326",1989,"AUS","SOM",190000
"1327",1990,"AUS","SOM",40000
"1328",1991,"AUS","SOM",20000
"1329",1992,"AUS","SOM",3100000
"1330",1993,"AUS","SOM",1750000
"1331",1994,"AUS","SOM",2390000
"1332",1995,"AUS","SOM",740000
"1333",1996,"AUS","SOM",1e+05
"1334",1997,"AUS","SOM",90000
"1335",1999,"AUS","SOM",70000
"1336",2000,"AUS","SOM",60000
"1337",2002,"AUS","SOM",50000
"1338",2003,"AUS","SOM",60000
"1339",2004,"AUS","SOM",50000
"1340",2006,"AUS","SOM",2380000
"1341",2007,"AUS","SOM",3070000
"1342",2009,"AUS","SOM",1560000
"1343",2010,"AUS","SOM",5130000
"1344",2011,"AUS","SOM",63080000
"1345",2012,"AUS","SOM",16250000
"1346",2013,"AUS","SOM",7040000
"1347",2014,"AUS","SOM",13070000
"1348",2015,"AUS","SOM",7182786.0846044
"1349",2016,"AUS","SOM",5232602.39351817
"1350",2017,"AUS","SOM",14341612.3840907
"1351",2018,"AUS","SOM",6887366.36886532
"1352",2019,"AUS","SOM",9215056.89808021
"1353",1993,"AUS","ZAF",380000
"1354",1994,"AUS","ZAF",1300000
"1355",1995,"AUS","ZAF",6420000
"1356",1996,"AUS","ZAF",6650000
"1357",1997,"AUS","ZAF",7160000
"1358",1998,"AUS","ZAF",5700000
"1359",1999,"AUS","ZAF",7210000
"1360",2000,"AUS","ZAF",6510000
"1361",2001,"AUS","ZAF",5410000
"1362",2002,"AUS","ZAF",6670000
"1363",2003,"AUS","ZAF",10280000
"1364",2004,"AUS","ZAF",10350000
"1365",2005,"AUS","ZAF",7930000
