"","Year","Sender","Receiver","LOR"
"790",1960,"URY","FIN",0.75
"791",1960,"YUG","FIN",0.75
"792",1960,"AFG","FRA",1
"793",1960,"ALB","FRA",0.75
"794",1960,"ARG","FRA",1
"795",1960,"AUS","FRA",1
"796",1960,"AUT","FRA",0.5
"797",1960,"BEL","FRA",1
"798",1960,"BOL","FRA",1
"799",1960,"BRA","FRA",1
"800",1960,"BGR","FRA",0.75
"801",1960,"CAN","FRA",1
"802",1960,"CHL","FRA",1
"803",1960,"COL","FRA",1
"804",1960,"CRI","FRA",1
"805",1960,"CUB","FRA",1
"806",1960,"CSK","FRA",1
"807",1960,"DNK","FRA",1
"808",1960,"DOM","FRA",1
"809",1960,"ECU","FRA",0.75
"810",1960,"EGY","FRA",1
"811",1960,"SLV","FRA",1
"812",1960,"ETH","FRA",1
"813",1960,"FIN","FRA",1
"814",1960,"GAB","FRA",1
"815",1960,"DEU","FRA",1
"816",1960,"GHA","FRA",1
"817",1960,"GRC","FRA",1
"818",1960,"GTM","FRA",0.75
"819",1960,"GIN","FRA",1
"820",1960,"HTI","FRA",1
"821",1960,"VAT","FRA",1
"822",1960,"HND","FRA",1
"823",1960,"HUN","FRA",0.75
"824",1960,"ISL","FRA",0.5
"825",1960,"IND","FRA",1
"826",1960,"IDN","FRA",0.75
"827",1960,"IRN","FRA",1
"828",1960,"IRQ","FRA",1
"829",1960,"IRL","FRA",1
"830",1960,"ISR","FRA",1
"831",1960,"ITA","FRA",1
"832",1960,"JPN","FRA",1
"833",1960,"KOR","FRA",0.75
"834",1960,"LAO","FRA",1
"835",1960,"LBN","FRA",1
"836",1960,"LBR","FRA",0.75
"837",1960,"LBY","FRA",1
"838",1960,"LUX","FRA",1
"839",1960,"MYS","FRA",1
"840",1960,"MEX","FRA",1
"841",1960,"MCO","FRA",0.75
"842",1960,"MAR","FRA",1
"843",1960,"MMR","FRA",0.75
"844",1960,"NLD","FRA",1
"845",1960,"NZL","FRA",1
"846",1960,"NIC","FRA",1
"847",1960,"NOR","FRA",1
"848",1960,"PAK","FRA",1
"849",1960,"PAN","FRA",1
"850",1960,"PRY","FRA",1
"851",1960,"PER","FRA",1
"852",1960,"PHL","FRA",0.5
"853",1960,"POL","FRA",1
"854",1960,"PRT","FRA",1
"855",1960,"ROU","FRA",0.75
"856",1960,"RUS","FRA",1
"857",1960,"SAU","FRA",0.375
"858",1960,"ZAF","FRA",1
"859",1960,"ESP","FRA",1
"860",1960,"LKA","FRA",1
"861",1960,"SDN","FRA",1
"862",1960,"SWE","FRA",1
"863",1960,"CHE","FRA",1
"864",1960,"TWN","FRA",0.75
"865",1960,"THA","FRA",1
"866",1960,"TUN","FRA",1
"867",1960,"TUR","FRA",1
"868",1960,"GBR","FRA",1
"869",1960,"USA","FRA",1
"870",1960,"URY","FRA",1
"871",1960,"VEN","FRA",1
"872",1960,"YUG","FRA",1
"873",1960,"VNM","FRA",1
"874",1960,"ALB","DDR",1
"875",1960,"CSK","DDR",1
"876",1960,"HUN","DDR",1
"877",1960,"PRK","DDR",1
"878",1960,"MNG","DDR",0.75
"879",1960,"POL","DDR",1
"880",1960,"ROU","DDR",1
"881",1960,"RUS","DDR",1
"882",1960,"YUG","DDR",0.75
"883",1960,"VNM","DDR",0.75
"884",1960,"AFG","DEU",0.5
"885",1960,"ARG","DEU",1
"886",1960,"AUS","DEU",1
"887",1960,"AUT","DEU",1
"888",1960,"BEL","DEU",1
"889",1960,"BOL","DEU",1
"890",1960,"BRA","DEU",1
"891",1960,"CAN","DEU",1
"892",1960,"CHL","DEU",1
"893",1960,"COL","DEU",1
"894",1960,"CRI","DEU",1
"895",1960,"CUB","DEU",1
"896",1960,"DNK","DEU",1
"897",1960,"DOM","DEU",1
"898",1960,"ECU","DEU",1
"899",1960,"EGY","DEU",1
"900",1960,"SLV","DEU",1
"901",1960,"ETH","DEU",1
"902",1960,"FRA","DEU",1
"903",1960,"GHA","DEU",1
"904",1960,"GRC","DEU",1
"905",1960,"HTI","DEU",0.75
"906",1960,"VAT","DEU",1
"907",1960,"ISL","DEU",0.5
"908",1960,"IND","DEU",1
"909",1960,"IDN","DEU",1
"910",1960,"IRN","DEU",1
"911",1960,"IRQ","DEU",0.75
"912",1960,"IRL","DEU",0.75
"913",1960,"ITA","DEU",1
"914",1960,"JPN","DEU",1
"915",1960,"JOR","DEU",1
"916",1960,"KOR","DEU",1
"917",1960,"LBN","DEU",1
"918",1960,"LBR","DEU",1
"919",1960,"LUX","DEU",1
"920",1960,"MEX","DEU",1
"921",1960,"MCO","DEU",0.75
"922",1960,"MAR","DEU",1
"923",1960,"MMR","DEU",0.75
"924",1960,"NLD","DEU",1
"925",1960,"NIC","DEU",1
"926",1960,"NOR","DEU",1
"927",1960,"PAK","DEU",1
"928",1960,"PAN","DEU",1
"929",1960,"PRY","DEU",1
"930",1960,"PER","DEU",1
"931",1960,"PHL","DEU",1
"932",1960,"PRT","DEU",1
"933",1960,"RUS","DEU",1
"934",1960,"SAU","DEU",0.75
"935",1960,"ZAF","DEU",1
"936",1960,"ESP","DEU",1
"937",1960,"LKA","DEU",1
"938",1960,"SDN","DEU",1
"939",1960,"SWE","DEU",1
"940",1960,"CHE","DEU",1
"941",1960,"THA","DEU",1
"942",1960,"TUN","DEU",1
"943",1960,"TUR","DEU",1
"944",1960,"GBR","DEU",1
"945",1960,"USA","DEU",1
"946",1960,"URY","DEU",1
"947",1960,"VEN","DEU",1
"948",1960,"VNM","DEU",0.75
"949",1960,"YEM","DEU",0.75
"950",1960,"AUS","GHA",1
"951",1960,"BEL","GHA",0.5
"952",1960,"CAN","GHA",1
"953",1960,"CSK","GHA",0.75
"954",1960,"EGY","GHA",1
"955",1960,"ETH","GHA",1
"956",1960,"FRA","GHA",1
"957",1960,"DEU","GHA",1
"958",1960,"IND","GHA",1
"959",1960,"ISR","GHA",1
"960",1960,"ITA","GHA",1
"961",1960,"LBN","GHA",1
"962",1960,"LBR","GHA",1
"963",1960,"MAR","GHA",0.75
"964",1960,"PAK","GHA",1
"965",1960,"POL","GHA",1
"966",1960,"RUS","GHA",1
"967",1960,"LKA","GHA",1
"968",1960,"CHE","GHA",0.75
"969",1960,"TUN","GHA",1
"970",1960,"USA","GHA",1
"971",1960,"YUG","GHA",1
"972",1960,"ARG","GRC",1
"973",1960,"AUT","GRC",1
"974",1960,"BEL","GRC",0.75
"975",1960,"BRA","GRC",1
"976",1960,"BGR","GRC",0.75
"977",1960,"CAN","GRC",1
"978",1960,"CSK","GRC",0.75
"979",1960,"EGY","GRC",1
"980",1960,"ETH","GRC",1
"981",1960,"FRA","GRC",1
"982",1960,"DEU","GRC",1
"983",1960,"ISR","GRC",0.75
"984",1960,"ITA","GRC",1
"985",1960,"JPN","GRC",1
"986",1960,"LBN","GRC",1
"987",1960,"NLD","GRC",1
"988",1960,"NOR","GRC",0.75
"989",1960,"POL","GRC",0.75
"990",1960,"PRT","GRC",0.75
"991",1960,"ROU","GRC",1
"992",1960,"RUS","GRC",0.75
"993",1960,"ESP","GRC",1
"994",1960,"SDN","GRC",0.75
"995",1960,"SWE","GRC",1
"996",1960,"CHE","GRC",1
"997",1960,"TWN","GRC",1
"998",1960,"TUR","GRC",1
"999",1960,"GBR","GRC",1
"1000",1960,"USA","GRC",1
"1001",1960,"URY","GRC",0.75
"1002",1960,"YUG","GRC",1
"1003",1960,"ARG","GTM",1
"1004",1960,"BEL","GTM",0.375
"1005",1960,"BOL","GTM",1
"1006",1960,"BRA","GTM",1
"1007",1960,"CHL","GTM",1
"1008",1960,"COL","GTM",1
"1009",1960,"CRI","GTM",1
"1010",1960,"CUB","GTM",0.75
"1011",1960,"DOM","GTM",1
"1012",1960,"ECU","GTM",0.75
"1013",1960,"SLV","GTM",1
"1014",1960,"FRA","GTM",1
"1015",1960,"VAT","GTM",0.5
"1016",1960,"HND","GTM",1
"1017",1960,"ITA","GTM",1
"1018",1960,"NLD","GTM",0.5
"1019",1960,"NIC","GTM",1
"1020",1960,"PAN","GTM",1
"1021",1960,"PER","GTM",1
"1022",1960,"ESP","GTM",1
"1023",1960,"CHE","GTM",0.375
"1024",1960,"TWN","GTM",0.75
"1025",1960,"GBR","GTM",0.75
"1026",1960,"USA","GTM",1
"1027",1960,"URY","GTM",0.75
"1028",1960,"VEN","GTM",1
"1029",1960,"BGR","GIN",1
"1030",1960,"CSK","GIN",1
"1031",1960,"EGY","GIN",1
"1032",1960,"FRA","GIN",0.75
"1033",1960,"DEU","GIN",1
"1034",1960,"ISR","GIN",1
"1035",1960,"LBR","GIN",1
"1036",1960,"MNG","GIN",0.75
"1037",1960,"MAR","GIN",0.75
"1038",1960,"RUS","GIN",1
"1039",1960,"USA","GIN",1
"1040",1960,"YUG","GIN",1
"1041",1960,"ARG","HTI",1
"1042",1960,"BRA","HTI",1
"1043",1960,"CHL","HTI",0.75
"1044",1960,"COL","HTI",1
"1045",1960,"DOM","HTI",1
"1046",1960,"ECU","HTI",0.75
"1047",1960,"ETH","HTI",1
"1048",1960,"FRA","HTI",1
"1049",1960,"DEU","HTI",1
"1050",1960,"GTM","HTI",0.75
"1051",1960,"VAT","HTI",1
"1052",1960,"ITA","HTI",1
"1053",1960,"LBR","HTI",1
"1054",1960,"MEX","HTI",1
"1055",1960,"PAN","HTI",0.75
"1056",1960,"PER","HTI",1
"1057",1960,"ESP","HTI",1
"1058",1960,"GBR","HTI",1
"1059",1960,"USA","HTI",1
"1060",1960,"VEN","HTI",1
"1061",1960,"ARG","VAT",1
"1062",1960,"AUT","VAT",1
"1063",1960,"BEL","VAT",1
"1064",1960,"BOL","VAT",1
"1065",1960,"BRA","VAT",1
"1066",1960,"CHL","VAT",1
"1067",1960,"COL","VAT",1
"1068",1960,"CRI","VAT",0.75
"1069",1960,"DOM","VAT",1
"1070",1960,"ECU","VAT",1
"1071",1960,"EGY","VAT",1
"1072",1960,"ETH","VAT",0.75
"1073",1960,"FRA","VAT",1
"1074",1960,"DEU","VAT",1
"1075",1960,"GTM","VAT",1
"1076",1960,"HTI","VAT",1
"1077",1960,"IDN","VAT",0.75
"1078",1960,"IRN","VAT",1
"1079",1960,"IRL","VAT",1
"1080",1960,"ITA","VAT",1
"1081",1960,"JPN","VAT",1
"1082",1960,"LBN","VAT",1
"1083",1960,"MCO","VAT",0.75
"1084",1960,"NLD","VAT",1
"1085",1960,"NIC","VAT",0.75
"1086",1960,"PAN","VAT",1
"1087",1960,"PRY","VAT",1
"1088",1960,"PER","VAT",1
"1089",1960,"PHL","VAT",1
"1090",1960,"PRT","VAT",1
"1091",1960,"ESP","VAT",1
"1092",1960,"TWN","VAT",0.75
"1093",1960,"TUR","VAT",1
"1094",1960,"GBR","VAT",0.75
"1095",1960,"URY","VAT",1
"1096",1960,"VEN","VAT",1
"1097",1960,"ARG","HND",1
"1098",1960,"BRA","HND",1
"1099",1960,"CHL","HND",0.75
"1100",1960,"COL","HND",1
"1101",1960,"CRI","HND",1
"1102",1960,"ECU","HND",0.75
"1103",1960,"SLV","HND",1
"1104",1960,"FRA","HND",0.75
"1105",1960,"GTM","HND",1
"1106",1960,"ITA","HND",1
"1107",1960,"MEX","HND",1
"1108",1960,"NIC","HND",1
"1109",1960,"PAN","HND",1
"1110",1960,"PER","HND",0.75
"1111",1960,"ESP","HND",1
"1112",1960,"TWN","HND",0.75
"1113",1960,"GBR","HND",1
"1114",1960,"USA","HND",1
"1115",1960,"VEN","HND",1
"1116",1960,"ALB","HUN",1
"1117",1960,"ARG","HUN",0.75
"1118",1960,"AUT","HUN",0.75
"1119",1960,"BEL","HUN",0.75
"1120",1960,"BGR","HUN",1
"1121",1960,"CSK","HUN",1
"1122",1960,"EGY","HUN",1
"1123",1960,"FIN","HUN",0.75
"1124",1960,"FRA","HUN",0.75
"1125",1960,"DDR","HUN",1
"1126",1960,"GRC","HUN",0.75
"1127",1960,"VAT","HUN",1
"1128",1960,"ISR","HUN",0.75
"1129",1960,"ITA","HUN",0.75
"1130",1960,"JPN","HUN",0.75
"1131",1960,"PRK","HUN",1
"1132",1960,"MNG","HUN",0.75
"1133",1960,"NLD","HUN",0.375
"1134",1960,"POL","HUN",1
"1135",1960,"ROU","HUN",1
"1136",1960,"RUS","HUN",1
"1137",1960,"CHE","HUN",0.75
"1138",1960,"TUR","HUN",0.75
"1139",1960,"GBR","HUN",0.75
"1140",1960,"USA","HUN",0.75
"1141",1960,"YUG","HUN",0.75
"1142",1960,"CSK","ISL",0.75
"1143",1960,"DNK","ISL",1
"1144",1960,"FRA","ISL",1
"1145",1960,"DEU","ISL",1
"1146",1960,"NLD","ISL",1
"1147",1960,"NOR","ISL",1
"1148",1960,"POL","ISL",0.75
"1149",1960,"RUS","ISL",0.75
"1150",1960,"SWE","ISL",1
"1151",1960,"GBR","ISL",1
"1152",1960,"USA","ISL",1
"1153",1960,"AFG","IND",1
"1154",1960,"ARG","IND",1
"1155",1960,"AUS","IND",1
"1156",1960,"AUT","IND",0.5
"1157",1960,"BEL","IND",0.75
"1158",1960,"BTN","IND",0.75
"1159",1960,"BRA","IND",1
"1160",1960,"BGR","IND",0.75
"1161",1960,"KHM","IND",1
"1162",1960,"CAN","IND",1
"1163",1960,"CHL","IND",1
"1164",1960,"COL","IND",1
"1165",1960,"CSK","IND",1
"1166",1960,"DNK","IND",0.5
"1167",1960,"EGY","IND",1
"1168",1960,"ETH","IND",1
"1169",1960,"FIN","IND",0.375
"1170",1960,"FRA","IND",1
"1171",1960,"DEU","IND",1
"1172",1960,"GHA","IND",1
"1173",1960,"GRC","IND",1
"1174",1960,"VAT","IND",1
"1175",1960,"HUN","IND",1
"1176",1960,"IDN","IND",1
"1177",1960,"IRN","IND",1
"1178",1960,"IRQ","IND",1
"1179",1960,"ITA","IND",1
"1180",1960,"JPN","IND",1
"1181",1960,"LAO","IND",1
"1182",1960,"LBN","IND",0.75
"1183",1960,"MYS","IND",1
"1184",1960,"MEX","IND",0.75
"1185",1960,"MNG","IND",0.375
"1186",1960,"MAR","IND",1
"1187",1960,"MMR","IND",0.5
"1188",1960,"NPL","IND",0.5
"1189",1960,"NLD","IND",0.5
"1190",1960,"NZL","IND",1
"1191",1960,"NOR","IND",0.5
"1192",1960,"PAK","IND",1
"1193",1960,"PHL","IND",1
"1194",1960,"POL","IND",1
"1195",1960,"ROU","IND",1
"1196",1960,"RUS","IND",1
"1197",1960,"SAU","IND",0.75
"1198",1960,"ESP","IND",0.5
"1199",1960,"LKA","IND",1
"1200",1960,"SDN","IND",1
"1201",1960,"SWE","IND",0.5
"1202",1960,"CHE","IND",0.5
"1203",1960,"THA","IND",1
"1204",1960,"TUR","IND",1
"1205",1960,"USA","IND",1
"1206",1960,"YUG","IND",0.5
"1207",1960,"VNM","IND",0.75
"1208",1960,"AFG","IDN",0.75
"1209",1960,"ARG","IDN",1
"1210",1960,"AUS","IDN",1
"1211",1960,"BEL","IDN",0.75
"1212",1960,"BRA","IDN",1
"1213",1960,"BGR","IDN",0.75
"1214",1960,"CAN","IDN",1
"1215",1960,"CSK","IDN",1
"1216",1960,"EGY","IDN",1
"1217",1960,"FRA","IDN",1
"1218",1960,"DEU","IDN",1
"1219",1960,"HUN","IDN",0.75
"1220",1960,"IND","IDN",1
"1221",1960,"IRN","IDN",1
"1222",1960,"IRQ","IDN",0.75
"1223",1960,"ITA","IDN",1
"1224",1960,"JPN","IDN",1
"1225",1960,"MYS","IDN",1
"1226",1960,"MMR","IDN",0.75
"1227",1960,"NLD","IDN",0
"1228",1960,"PAK","IDN",1
"1229",1960,"POL","IDN",1
"1230",1960,"PRT","IDN",0.375
"1231",1960,"RUS","IDN",1
"1232",1960,"SAU","IDN",0.75
"1233",1960,"LKA","IDN",1
"1234",1960,"SWE","IDN",0.5
"1235",1960,"CHE","IDN",1
"1236",1960,"THA","IDN",1
"1237",1960,"TUR","IDN",1
"1238",1960,"GBR","IDN",1
"1239",1960,"USA","IDN",1
"1240",1960,"YUG","IDN",0.75
"1241",1960,"AFG","IRN",1
"1242",1960,"ARG","IRN",0.75
"1243",1960,"AUT","IRN",0.75
"1244",1960,"BEL","IRN",0.75
"1245",1960,"BRA","IRN",0.75
"1246",1960,"CAN","IRN",1
"1247",1960,"CSK","IRN",0.75
"1248",1960,"DNK","IRN",0.375
"1249",1960,"EGY","IRN",1
"1250",1960,"FRA","IRN",1
"1251",1960,"DEU","IRN",1
"1252",1960,"VAT","IRN",1
"1253",1960,"HUN","IRN",0.75
"1254",1960,"IND","IRN",1
"1255",1960,"IDN","IRN",1
"1256",1960,"IRQ","IRN",1
"1257",1960,"ITA","IRN",1
"1258",1960,"JPN","IRN",1
"1259",1960,"JOR","IRN",0.75
"1260",1960,"LBN","IRN",1
"1261",1960,"MAR","IRN",1
"1262",1960,"NLD","IRN",1
"1263",1960,"PAK","IRN",1
"1264",1960,"POL","IRN",0.75
"1265",1960,"ROU","IRN",0.75
"1266",1960,"RUS","IRN",1
"1267",1960,"SAU","IRN",0.75
"1268",1960,"ESP","IRN",1
"1269",1960,"SWE","IRN",0.5
"1270",1960,"CHE","IRN",0.5
"1271",1960,"TWN","IRN",1
"1272",1960,"TUR","IRN",1
"1273",1960,"GBR","IRN",1
"1274",1960,"USA","IRN",1
"1275",1960,"VEN","IRN",1
"1276",1960,"YUG","IRN",0.75
"1277",1960,"AFG","IRQ",1
"1278",1960,"ALB","IRQ",0.5
"1279",1960,"BEL","IRQ",0.75
"1280",1960,"BGR","IRQ",0.75
"1281",1960,"CSK","IRQ",1
"1282",1960,"EGY","IRQ",1
"1283",1960,"FRA","IRQ",0
"1284",1960,"DEU","IRQ",1
"1285",1960,"HUN","IRQ",1
"1286",1960,"IND","IRQ",1
"1287",1960,"IDN","IRQ",0.75
"1288",1960,"IRN","IRQ",1
"1289",1960,"ITA","IRQ",0.75
"1290",1960,"JPN","IRQ",1
"1291",1960,"LBN","IRQ",1
"1292",1960,"MAR","IRQ",1
"1293",1960,"NLD","IRQ",0.375
"1294",1960,"PAK","IRQ",1
"1295",1960,"POL","IRQ",1
"1296",1960,"ROU","IRQ",0.75
"1297",1960,"RUS","IRQ",0.75
"1298",1960,"SAU","IRQ",0.75
"1299",1960,"ESP","IRQ",0.5
"1300",1960,"SDN","IRQ",1
"1301",1960,"TUN","IRQ",1
"1302",1960,"TUR","IRQ",1
"1303",1960,"GBR","IRQ",1
"1304",1960,"USA","IRQ",1
"1305",1960,"VEN","IRQ",0.75
"1306",1960,"YUG","IRQ",1
"1307",1960,"ARG","IRL",0.75
"1308",1960,"AUS","IRL",0.75
"1309",1960,"BEL","IRL",0.75
"1310",1960,"CAN","IRL",1
"1311",1960,"FRA","IRL",1
"1312",1960,"DEU","IRL",0.75
"1313",1960,"VAT","IRL",1
"1314",1960,"IND","IRL",1
"1315",1960,"ITA","IRL",1
"1316",1960,"NLD","IRL",1
"1317",1960,"PRT","IRL",0.75
"1318",1960,"ESP","IRL",1
"1319",1960,"SWE","IRL",0.75
"1320",1960,"CHE","IRL",0.75
"1321",1960,"GBR","IRL",1
"1322",1960,"USA","IRL",1
"1323",1960,"ARG","ISR",1
"1324",1960,"AUS","ISR",0.75
"1325",1960,"AUT","ISR",1
"1326",1960,"BEL","ISR",1
"1327",1960,"BRA","ISR",1
"1328",1960,"BGR","ISR",0.75
"1329",1960,"CAN","ISR",1
"1330",1960,"CHL","ISR",1
"1331",1960,"CSK","ISR",0.75
"1332",1960,"FIN","ISR",0.75
"1333",1960,"FRA","ISR",1
"1334",1960,"GHA","ISR",1
"1335",1960,"GTM","ISR",0.75
"1336",1960,"HUN","ISR",0.75
"1337",1960,"ITA","ISR",1
"1338",1960,"JPN","ISR",0.75
"1339",1960,"LBR","ISR",1
"1340",1960,"MEX","ISR",1
"1341",1960,"MMR","ISR",1
"1342",1960,"NLD","ISR",1
"1343",1960,"NOR","ISR",0.75
"1344",1960,"POL","ISR",0.75
"1345",1960,"ROU","ISR",0.75
"1346",1960,"RUS","ISR",1
"1347",1960,"SWE","ISR",1
"1348",1960,"CHE","ISR",1
"1349",1960,"TUR","ISR",0.75
"1350",1960,"GBR","ISR",1
"1351",1960,"USA","ISR",1
"1352",1960,"URY","ISR",0.75
"1353",1960,"VEN","ISR",0.75
"1354",1960,"YUG","ISR",0.75
"1355",1960,"AFG","ITA",0.5
"1356",1960,"ALB","ITA",0.75
"1357",1960,"ARG","ITA",1
"1358",1960,"AUS","ITA",0.75
"1359",1960,"AUT","ITA",1
"1360",1960,"BEL","ITA",1
"1361",1960,"BOL","ITA",1
"1362",1960,"BRA","ITA",1
"1363",1960,"BGR","ITA",0.75
"1364",1960,"CAN","ITA",1
"1365",1960,"CHL","ITA",1
"1366",1960,"COL","ITA",1
"1367",1960,"CRI","ITA",1
"1368",1960,"CUB","ITA",1
"1369",1960,"CSK","ITA",0.75
"1370",1960,"DNK","ITA",1
"1371",1960,"DOM","ITA",1
"1372",1960,"ECU","ITA",0.75
"1373",1960,"EGY","ITA",1
"1374",1960,"SLV","ITA",1
"1375",1960,"ETH","ITA",1
"1376",1960,"FIN","ITA",0.5
"1377",1960,"FRA","ITA",1
"1378",1960,"DEU","ITA",1
"1379",1960,"GRC","ITA",1
"1380",1960,"GTM","ITA",1
"1381",1960,"HTI","ITA",1
"1382",1960,"VAT","ITA",1
"1383",1960,"HND","ITA",0.75
"1384",1960,"HUN","ITA",0.75
"1385",1960,"IND","ITA",1
"1386",1960,"IDN","ITA",1
"1387",1960,"IRN","ITA",1
"1388",1960,"IRQ","ITA",0.75
"1389",1960,"IRL","ITA",0.5
"1390",1960,"ISR","ITA",1
"1391",1960,"JPN","ITA",1
"1392",1960,"JOR","ITA",0.75
"1393",1960,"KOR","ITA",0.75
"1394",1960,"LBN","ITA",1
"1395",1960,"LBR","ITA",1
"1396",1960,"MEX","ITA",0.75
"1397",1960,"MCO","ITA",0.75
"1398",1960,"MAR","ITA",1
"1399",1960,"NLD","ITA",1
"1400",1960,"NIC","ITA",1
"1401",1960,"NOR","ITA",1
"1402",1960,"PAK","ITA",1
"1403",1960,"PAN","ITA",1
"1404",1960,"PRY","ITA",0.75
"1405",1960,"PER","ITA",1
"1406",1960,"PHL","ITA",0.5
"1407",1960,"POL","ITA",1
"1408",1960,"PRT","ITA",1
"1409",1960,"ROU","ITA",0.75
"1410",1960,"RUS","ITA",1
"1411",1960,"SAU","ITA",0.75
"1412",1960,"ZAF","ITA",1
"1413",1960,"ESP","ITA",1
"1414",1960,"LKA","ITA",0.75
"1415",1960,"SDN","ITA",0.75
"1416",1960,"SWE","ITA",1
"1417",1960,"CHE","ITA",0.5
"1418",1960,"TWN","ITA",1
"1419",1960,"THA","ITA",1
"1420",1960,"TUN","ITA",1
"1421",1960,"TUR","ITA",1
"1422",1960,"GBR","ITA",1
"1423",1960,"USA","ITA",1
"1424",1960,"URY","ITA",0.75
"1425",1960,"VEN","ITA",0.75
"1426",1960,"YUG","ITA",1
"1427",1960,"VNM","ITA",0.75
"1428",1960,"AFG","JPN",1
"1429",1960,"AUS","JPN",1
"1430",1960,"AUT","JPN",1
"1431",1960,"BEL","JPN",1
"1432",1960,"BRA","JPN",1
"1433",1960,"KHM","JPN",1
"1434",1960,"CAN","JPN",1
"1435",1960,"CHL","JPN",1
"1436",1960,"COL","JPN",1
"1437",1960,"CUB","JPN",1
"1438",1960,"CSK","JPN",1
"1439",1960,"DNK","JPN",1
"1440",1960,"DOM","JPN",1
"1441",1960,"EGY","JPN",1
"1442",1960,"ETH","JPN",1
"1443",1960,"FIN","JPN",0.375
"1444",1960,"FRA","JPN",1
"1445",1960,"DEU","JPN",1
"1446",1960,"GHA","JPN",1
"1447",1960,"GRC","JPN",1
"1448",1960,"HTI","JPN",1
"1449",1960,"VAT","JPN",1
"1450",1960,"HUN","JPN",0.75
"1451",1960,"IND","JPN",1
"1452",1960,"IDN","JPN",1
"1453",1960,"IRN","JPN",1
"1454",1960,"IRQ","JPN",1
"1455",1960,"ISR","JPN",0.75
"1456",1960,"ITA","JPN",1
"1457",1960,"KOR","JPN",1
"1458",1960,"LAO","JPN",1
"1459",1960,"LBN","JPN",0.75
"1460",1960,"MYS","JPN",1
"1461",1960,"MEX","JPN",1
"1462",1960,"MMR","JPN",1
"1463",1960,"NLD","JPN",1
"1464",1960,"NZL","JPN",1
"1465",1960,"NOR","JPN",1
"1466",1960,"PAK","JPN",1
"1467",1960,"PAN","JPN",0.75
"1468",1960,"PER","JPN",0.75
"1469",1960,"PHL","JPN",1
"1470",1960,"POL","JPN",1
"1471",1960,"PRT","JPN",1
"1472",1960,"RUS","JPN",1
"1473",1960,"SAU","JPN",0.75
"1474",1960,"ESP","JPN",1
"1475",1960,"LKA","JPN",1
"1476",1960,"SWE","JPN",1
"1477",1960,"CHE","JPN",1
"1478",1960,"TWN","JPN",1
"1479",1960,"THA","JPN",1
"1480",1960,"TUR","JPN",1
"1481",1960,"GBR","JPN",1
"1482",1960,"USA","JPN",1
"1483",1960,"URY","JPN",0.75
"1484",1960,"VEN","JPN",1
"1485",1960,"YUG","JPN",0.75
"1486",1960,"CHL","JOR",0.75
"1487",1960,"EGY","JOR",1
"1488",1960,"FRA","JOR",0
"1489",1960,"DEU","JOR",0.75
"1490",1960,"IDN","JOR",0.75
"1491",1960,"IRN","JOR",1
"1492",1960,"ITA","JOR",0.75
"1493",1960,"LBN","JOR",1
"1494",1960,"SAU","JOR",0.75
"1495",1960,"ESP","JOR",1
"1496",1960,"TWN","JOR",1
"1497",1960,"TUR","JOR",1
"1498",1960,"GBR","JOR",1
"1499",1960,"USA","JOR",1
"1500",1960,"VEN","JOR",0.75
"1501",1960,"ALB","PRK",1
"1502",1960,"BGR","PRK",0.75
"1503",1960,"CSK","PRK",1
"1504",1960,"DDR","PRK",1
"1505",1960,"HUN","PRK",1
"1506",1960,"ROU","PRK",1
"1507",1960,"RUS","PRK",1
"1508",1960,"FRA","KOR",1
"1509",1960,"DEU","KOR",0.75
"1510",1960,"ITA","KOR",1
"1511",1960,"PHL","KOR",1
"1512",1960,"POL","KOR",1
"1513",1960,"TWN","KOR",1
"1514",1960,"TUR","KOR",1
"1515",1960,"GBR","KOR",1
"1516",1960,"USA","KOR",1
"1517",1960,"KHM","LAO",1
"1518",1960,"FRA","LAO",1
"1519",1960,"IND","LAO",1
"1520",1960,"JPN","LAO",1
"1521",1960,"MMR","LAO",0.75
"1522",1960,"NLD","LAO",1
"1523",1960,"THA","LAO",1
"1524",1960,"GBR","LAO",1
"1525",1960,"USA","LAO",1
"1526",1960,"ARG","LBN",1
"1527",1960,"AUT","LBN",1
"1528",1960,"BEL","LBN",0.5
"1529",1960,"BRA","LBN",1
"1530",1960,"CAN","LBN",0.75
"1531",1960,"CHL","LBN",0.75
"1532",1960,"COL","LBN",1
"1533",1960,"CSK","LBN",0.75
"1534",1960,"EGY","LBN",1
"1535",1960,"FRA","LBN",1
"1536",1960,"DEU","LBN",1
"1537",1960,"GRC","LBN",0.75
"1538",1960,"VAT","LBN",1
"1539",1960,"IDN","LBN",0.75
"1540",1960,"IRN","LBN",1
"1541",1960,"IRQ","LBN",1
"1542",1960,"ITA","LBN",1
"1543",1960,"JPN","LBN",1
"1544",1960,"JOR","LBN",1
"1545",1960,"LBR","LBN",0.75
"1546",1960,"MEX","LBN",0.75
"1547",1960,"NLD","LBN",0.75
"1548",1960,"PAK","LBN",1
"1549",1960,"PER","LBN",0.75
"1550",1960,"POL","LBN",0.75
"1551",1960,"RUS","LBN",1
"1552",1960,"SAU","LBN",0.75
"1553",1960,"ESP","LBN",1
"1554",1960,"SWE","LBN",0.375
"1555",1960,"CHE","LBN",0.5
"1556",1960,"TWN","LBN",1
"1557",1960,"TUN","LBN",1
"1558",1960,"TUR","LBN",1
"1559",1960,"GBR","LBN",1
